Nom de l'offre touristique;Type de restaurant;Catégorie du restaurant;Adresse1;Adresse2;Adresse3;Code postal;Cedex;Bureau distributeur;Commune;Code Insee de la Commune;latitude;longitude;Situation de l'offre;N° de téléphone mobile;N° de téléphone fixe;N° de fax;Adresse e-Mail;Url du site web;Url pour accéder à la vidéo;Type de plateforme/url;widget tripadvisor;Code Embed pour intégrer une video;Classement dans les guides restaurants;Label classement logis;Label tourisme handicap;Animal accepté: oui / non;Complément information animal accepté;Labels;Service(s) proposé(s) sur l'équipement;Nombre max couverts;Nombre salles restaurant;Nombre max couverts en terrasse;Nombre salles de réunion;Nombre salles climatisées;Présence de l'offre sur les grands itinéraires vélo;Langue(s) parlée(s) à l'accueil;Langue(s) parlée(s) à l'accueil;Nombre personnes min pour les groupes;Nombre personnes max pour les groupes;Ouvert toute l'année: oui / non;Horaires d'ouvertures;Moyen(s) de réservation directe;Centrale de réservation en ligne?;Moyen(s) de réservation en ligne;Tarifs;Mode(s) de paiement accepté(s);localisation;Département
MAISON DES VINS;;Bistrot / bar à vin;;28 Place du Millénaire;;44150;;;ANCENIS-SAINT-GEREON;44003;47.3635455;-1.1782848;;;02 40 96 14 92;;;;;"Facebook||https://www.facebook.com/maisondesvinsancenis/ ; Tripadvisor||https://www.tripadvisor.fr/Restaurant_Review-g1051955-d8425031-Reviews-Maison_Des_Vins-Ancenis_Loire_Atlantique_Pays_de_la_Loire.html";"<div id=""TA_selfserveprop265"" class=""TA_selfserveprop"">;<ul id=""AiBjUFERcNWx"" class=""TA_links E0vN9Bx"">;<li id=""EfDOrBuc56"" class=""0XlcDGWC"">;<a target=""_blank"" href=""https://www.tripadvisor.fr/""><img src=""https://www.tripadvisor.fr/img/cdsi/img2/branding/150_logo-11900-2.png"" alt=""TripAdvisor""/></a>;</li>;</ul>;</div>;<script src=""https://www.jscache.com/wejs?wtype=selfserveprop&amp;uniq=265&amp;locationId=8425031&amp;lang=fr&amp;rating=true&amp;nreviews=3&amp;writereviewlink=false&amp;popIdx=false&amp;iswide=false&amp;border=true&amp;display_version=2""></script>;";;;;;;;Vignobles et découvertes;;;;;;;;;;;;;;;;;;;47.3635455,-1.1782848;Loire-Atlantique
MAISON LOÏC;Restaurant;Restaurant gastronomique - cuisine raffinée;;1 avenue du Marché;;44500;;;LA BAULE-ESCOUBLAC;44055;47.2854;-2.39487;;;06 31 48 60 41;02 40 11 97 51;loic@maisonloic.fr;https://www.facebook.com/maisonloicdepuis1998;;;;;Le petit futé;;;non;;;"Séminaire;WiFi";;;20;;;;oui;oui;;30;oui;01/01/2020||31/12/2020||||||09:30||||||20:00||09:30||||||20:00||09:30||||||20:00||09:30||||||20:00||09:30||||||20:00||09:30||||||20:00||09:30||||||20:00;;;;;"Cartes bancaires;Chèques Vacances";47.2854,-2.39487;Loire-Atlantique
MALATYA KEBAB;Restaurant;Restauration rapide;;29 Avenue du Général de Gaulle;;44119;;;GRANDCHAMPS-DES-FONTAINES;44066;47.363361;-1.6046398;;;02 72 02 67 19;;;;;Facebook||https://www.facebook.com/pages/category/Fast-Food-Restaurant/Malatya-KEBAB-1657183674552668/;;;;;;;;;"Plats à emporter;Service en terrasse";;1;;;;;oui;oui;;;oui;;||02 72 02 67 19||;;;||5,30||12,00||;"Cartes bancaires;Tickets Restaurant";47.363361,-1.6046398;Loire-Atlantique
MALUMBI;Restaurant;Cuisine du Monde;;20 rue petite Biesse;;44100;;;NANTES;44109;47.2042338;-1.5480896;;09 86 15 14 74;;;malumbi44@gmail.com;www.facebook.com/malumbi44;;Facebook||https://www.facebook.com/malumbi44;;;;;;;;;;;;;;;;;;;;;;;;;;;47.2042338,-1.5480896;Loire-Atlantique
MAUVAISE GRAINE;;;;54 rue du Mail;;49100;;;ANGERS;49007;47.47362;-0.55127;;;02 41 25 24 93;;mauvaise.graine49@gmail.com;;;Facebook||https://www.facebook.com/mauvaisegraineangers/;;;;;;;;;Livraison à domicile / Covid-19;;;;;;;Français;Français;;;;03/06/2020||29/10/2020||||||||||||||||||||||12:00||14:00||||||12:00||14:00||||||12:00||14:00||19:00||21:30||12:00||14:00||19:00||21:30||||||||;;;;;;47.47362,-0.55127;Maine-et-Loire
MAY'KEBAB GORRON;Restaurant;Cuisine du Monde;;Rue de la Mairie;;53120;;;GORRON;53107;48.4108889;-0.813152;;;09 80 45 81 19;;;;;Facebook||https://www.facebook.com/pages/category/Fast-Food-Restaurant/MayKebab-Gorron-103273474517632/;;;;;;;;;;;;;;;;;;;;;;;;;;;48.4108889,-0.813152;Mayenne
MC DONALD'S;Restaurant;Restauration rapide;;Route de Nantes;ZA Les Gentelleries;44210;;;PORNIC;44131;47.11208;-2.07217;;;02 40 82 49 49;;bureaufcd@orange.fr;http://www.mcdonalds.fr;;;;;;;;oui;;;WiFi;120;1;130;;1;;oui;oui;;50;oui;01/01/2020||31/12/2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;"Cartes bancaires;Chèques Vacances;Tickets Restaurant";47.11208,-2.07217;Loire-Atlantique
MC DONALD'S;Restaurant;Restauration rapide;Parc commercial de la Colleraye;Parc commercial de la Colleraye;;44260;;;SAVENAY;44195;47.37231;-1.936269;"Route (nationale/départ.)||||0,5 ; Gare SNCF||||3";;02 40 04 11 45;;;;;;;;;;;;;;"Plats à emporter;Service en terrasse;WiFi";;1;;0;1;;oui;oui;;;oui;;||02 40 04 11 45||;;;;"Cartes bancaires;Tickets Restaurant";47.37231,-1.936269;Loire-Atlantique
MILORD;;;;18 place Louis Imbach;;49100;;;ANGERS;49007;47.47344;-0.54898;;;+3 30 24 12 09 01 0;;info@brasserie-milord.fr;http://www.brasserie-milord.fr/;;"Twitter||https://twitter.com/intent/tweet?text=Milord%20Caf%C3%A9%20Brasserie,%20Fruit%20de%20Mer,%20Choucroutes,%20Place%20Louis%20Imbach%20%23Angers%20http%3A//www.brasserie-milord.fr ; Facebook||https://www.facebook.com/milord.angers/";;;;;;oui;;;"Climatisation;Service en terrasse";225;6;55;;;;"Anglais;Espagnol;Français";"Anglais;Espagnol;Français";;;;"01/01/2020||31/12/2020||||||09:00||23:00||||||09:00||23:00||||||09:00||23:00||||||09:00||23:00||||||09:00||23:00||||||09:00||23:00||||||09:00||23:00|||| ; 01/01/2021||31/12/2021||||||09:00||23:00||||||09:00||23:00||||||09:00||23:00||||||09:00||23:00||||||09:00||23:00||||||09:00||23:00||||||09:00||23:00||||";;;;"Plats à la carte||12,00||41,90|| ; Menu adulte du jour (midi en semaine)||14,60||18,40||";"Cartes bancaires;Chèques Vacances;Espèces;Tickets Restaurant;Virement";47.47344,-0.54898;Maine-et-Loire
MR ET MME B.;Restaurant;Cuisine du Monde;Parc commercial de la Colleraye;Parc commercial de la Colleraye;;44260;;;SAVENAY;44195;47.37231;-1.936269;;;02 40 05 80 50;;;www.monsieur-et-madame-b.com;;"||http://www.monsieur-et-madame-b.com ; Facebook||https://www.facebook.com/MretMmeB/?fref=ts";;;;;;;;;"Plats à emporter;Service en terrasse";;2;;;;;"Anglais;Français";"Anglais;Français";;;oui;"||||Burger café ouvert tous les jours 10h - 22h et vente à emporter||||12:00||14:00||19:30||23:00||12:00||14:00||19:30||23:00||12:00||14:00||19:30||23:00||12:00||14:00||19:30||23:00||12:00||14:00||19:30||23:00||12:00||14:00||19:30||23:00||12:00||14:00||19:30||23:00 ; ||||Brasserie ouverte tous les jours de 12h à 14h et 19h à 22h sauf le vendredi et samedi qui ferme à 22h30||||||||||||||||||||||||||||||||||||||||||||||||||||||||||";||02 40 05 80 50||;;;;"Cartes bancaires;Tickets Restaurant";47.37231,-1.936269;Loire-Atlantique
NOSTRESS CRÊPES ET CIE;Restaurant;Crêperie;;32 Rue du Président De Gaulle;;85000;;;LA ROCHE-SUR-YON;85191;46.6713189;-1.4234115;;;02 28 85 55 63;;;;;Facebook||https://www.facebook.com/pg/Nostress-Cr%C3%AApes-et-Cie-952872128176214/about/?ref=page_internal;;;;;;;;;;;;;;;;"Anglais;Espagnol;Français";"Anglais;Espagnol;Français";;;;;;;;;;46.6713189,-1.4234115;Vendée
O RESTO;Restaurant;Restauration rapide;;13 Avenue du Général Leclerc;;44390;;;NORT-SUR-ERDRE;44110;47.4388657;-1.4977036;Gare SNCF||Ligne Nantes Chateaubriant||0,8;;;;;;;;;;;;;;;;"Plats à emporter;Service en terrasse;WiFi";18;1;6;;;;Français;Français;;;oui;;;;;;"Cartes bancaires;Chèques bancaires et postaux;Tickets Restaurant";47.4388657,-1.4977036;Loire-Atlantique
OKOUMÉ;Restaurant;Pizzeria;;67 avenue Georges Clémenceau;;85540;;;MOUTIERS-LES-MAUXFAITS;85156;46.4966843;-1.425555;;;02 51 40 63 41;;;http://restaurant-okoume85.fr/;;"Facebook||https://www.facebook.com/OKOUM%C3%89-239135399445417/ ; Tripadvisor||https://www.tripadvisor.fr/Restaurant_Review-g3792027-d6827875-Reviews-Okoume_Restaurant-Moutiers_les_Mauxfaits_Vendee_Pays_de_la_Loire.html";;;;;;oui;;;"Plats à emporter;Séminaire;Plats à emporter / Covid-19";;;;;;;Français;Français;;;oui;02/06/2020||31/12/2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;;46.4966843,-1.425555;Vendée
PARTAGE D'INSTANTS THÉS;Restaurant;Salon de thé;;5 rue du centre;;44510;;;LE POULIGUEN;44135;47.276783;-2.429008;;;09 81 88 19 98;;partages.dinstants.thes@gmail.com;http://www.luniversducreateur;;;;;;;;;;;;;;;;;;;;;;;"01/01/2020||31/12/2020||||||||||||||10:00||||||13:00||10:00||||||13:00||10:00||||||13:00||10:00||||||13:00||10:00||||||13:00||10:00||||||13:00 ; 01/01/2020||31/12/2020||||||||||||||14:30||||||18:30||14:30||||||18:30||14:30||||||18:30||14:30||||||18:30||14:30||||||18:30||14:30||||||18:30";;;;;;47.276783,-2.429008;Loire-Atlantique
PIZZA DU SUD;Restaurant;Pizzeria;;11 rue Georges Clémenceau;;44210;;;PORNIC;44131;47.1158;-2.10472;;;02 40 21 62 04;;festef@yahoo.com;;;;;;;;;oui;;;;16;1;10;;;;oui;oui;;16;;01/01/2020||31/12/2020||||||18:00||||||21:00||18:00||||||21:00||18:00||||||21:00||18:00||||||21:00||18:00||||||21:00||18:00||||||21:00||18:00||||||21:00;;;;;"Cartes bancaires;Chèques bancaires et postaux";47.1158,-2.10472;Loire-Atlantique
PIZZA FRESCA;;;;36 bis rue Charles de Gaulle;;49130;;;LES PONTS-DE-CE;49246;47.42336;-0.52442;;;02 41 74 63 22;;;https://pizzafresca49.eatbu.com/?lang=fr;;;;;;;;;;;"Plats à emporter / Covid-19;Livraison à domicile / Covid-19";;;;;;;Français;Français;;;;;;;;;"Cartes bancaires;Chèques bancaires et postaux;Espèces";47.42336,-0.52442;Maine-et-Loire
PIZZA MIA;Restaurant;Restauration rapide;;21 avenue des Sables;;85440;;;TALMONT-SAINT-HILAIRE;85288;46.4655525;-1.6213946;;;02 51 33 71 38;;nispizz@gmail.com;http://pizzamiatalmont.fr;;Tripadvisor||https://www.tripadvisor.fr/Restaurant_Review-g562731-d11045756-Reviews-Pizza_Mia-Talmont_Saint_Hilaire_Vendee_Pays_de_la_Loire.html;;;;;;oui;;;"Plats à emporter;Service en terrasse";36;1;22;;;;Français;Français;;;oui;;||02 51 33 71 38||nispizz@gmail.com;;;;"Cartes bancaires;Chèques Vacances;Tickets Restaurant";46.4655525,-1.6213946;Vendée
PIZZA NEL;Restaurant;Restauration rapide;;4 place du Commerce;;85480;;;BOURNEZEAU;85034;46.6362482;-1.1712023;Puy du Fou||||41,4;;09 73 63 70 52;;;;;;;;;;;;;;"Plats à emporter;Plats à emporter / Covid-19";;;;;;;Français;Français;;;;;Jean-Robert et Nelly HUMILIERE||09 73 63 70 52||;;;;"Cartes bancaires;Chèques bancaires et postaux";46.6362482,-1.1712023;Vendée
PIZZA PAT';Restaurant;Restauration rapide;;Rue des Myosotis;Route de Sucé;44390;;;CASSON;44027;47.3837917;-1.5602866;;06 84 08 50 97;;;;http://pizzapat44.free.fr/;;;;;;;;;;;Plats à emporter;;;;;;;;;;;oui;||||Tous les jeudis à partir de 17 heures||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;||||06 84 08 50 97;;;||9,50||13,00||;"Cartes bancaires;Chèques bancaires et postaux;Tickets Restaurant";47.3837917,-1.5602866;Loire-Atlantique
PIZZA TEMPO SAUMUR;Restaurant;Pizzeria;;60 rue du Portail Louis;;49400;;;SAUMUR;49328;47.25807;-0.07904;;;02 41 67 60 60;;;http://www.pizza-tempo.fr;;;;;;;;;;;;22;2;;;;;oui;oui;;10;;01/01/2020||31/12/2020||Pour connaitre le détail, contacter l'établissement.||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances";47.25807,-0.07904;Maine-et-Loire
PIZZERIA CRÊPERIE LA PETITE VENISE;Restaurant;Pizzeria;;18 rue Aristide Briand;;44130;;;BLAIN;44015;47.47638;-1.7649321;"Gare SNCF||Gare de Nantes||38 ; Route (nationale/départ.)||RN 137||13 ; Transport en commun||lignes LILA 11 et 71, arrêt ""Pl Jollan""||0,3 ; Halte fluviale||Port de Blain||1";;02 40 79 82 51;;lapetitevenise@orange.fr;http://www.lapetitevenise-blain.fr;;;;;;;;oui;;;"Plats à emporter;WiFi";50;1;0;0;0;;oui;oui;;30;oui;||||||Fermé le dimanche midi, le lundi midi et le mercredi. Congés annuels : 3 semaines en juillet - 1 semaine en novembre - 1 semaine à Noël||||||19:00||21:00||12:00||14:00||19:00||21:00||||||||||12:00||14:00||19:00||21:00||12:00||14:00||19:00||21:00||12:00||14:00||19:00||22:00||||||19:00||21:00;||02 40 79 82 51||lapetitevenise@orange.fr;;;;"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Tickets Restaurant";47.47638,-1.7649321;Loire-Atlantique
PIZZERIA ET CREPERIE VILLA ROMA;Restaurant;Pizzeria;;23, promenade de la Résistance;;53200;;;CHATEAU-GONTIER-SUR-MAYENNE;53062;47.8265779;-0.7079158;;;02 43 07 86 96;;;;;Facebook||https://www.facebook.com/VILLA-ROMA-Chateau-Gontier-1133135920031022/;;;;;;oui;;;"Plats à emporter;Service en terrasse;WiFi;Plats à emporter / Covid-19";70;2;40;;;;oui;oui;;30;oui;||||||Samedi et dimanche midi||11:30||14:00||||||11:30||14:00||||||11:30||14:00||||||11:30||14:00||||||11:30||14:00||||||||||||||||||||;||02 43 07 86 96||;;;;"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Espèces;Tickets Restaurant";47.8265779,-0.7079158;Mayenne
PIZZERIA LA LAURENTAISE;Restaurant;Pizzeria;;20 Place Grignon de Montfort;;85290;;;SAINT-LAURENT-SUR-SEVRE;85238;46.9585903;-0.8904846;Puy du Fou||||9,6;;02 51 64 76 62;;http://www.lalaurentaise.fr;;;"Tripadvisor||https://www.tripadvisor.fr/Restaurant_Review-g1999900-d3630436-Reviews-La_Laurentaise-Saint_Laurent_sur_Sevre_Vendee_Pays_de_la_Loire.html ; ||http://www.lalaurentaise.fr/";;;Le petit futé;;;;;;"Plats à emporter;Service en terrasse";55;1;20;;;;"Anglais;Français;Italien";"Anglais;Français;Italien";;55;;01/06/2020||30/09/2020||||||||||||||12:00||14:00||19:00||22:00||12:00||14:00||19:00||22:00||12:00||14:00||19:00||22:00||12:00||14:00||19:00||23:00||12:00||14:00||19:00||23:00||||||19:00||22:00;Pizzeria La Laurentaise||02 51 64 76 62||;;;;"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Tickets Restaurant";46.9585903,-0.8904846;Vendée
PIZZERIA LE PALAZZO;;Pizzeria;;28 rue Auguste Lepère;Place du Petit Marché alimentaire;85160;;;SAINT-JEAN-DE-MONTS;85234;46.7859;-2.06951;Bord de mer||||;;02 51 58 01 25;;;;;Facebook||https://www.facebook.com/bistrotitalienlepalazzo/;;;;;;;;;"Plats à emporter;Service en terrasse";52;1;30;;;;;;;;;;;;;;Cartes bancaires;46.7859,-2.06951;Vendée
PIZZERIA RISTORANTE CHEZ DINO;Restaurant;Pizzeria;;2 bis route du Gâvre;;44130;;;BLAIN;44015;47.477375;-1.7615966;"Gare SNCF||Gare de Nantes||38 ; Route (nationale/départ.)||RN 137||13 ; Transport en commun||Lignes LILA 11 et 71, arrêt ""Pl Jollan""||0,3 ; Halte fluviale||Port de Blain||1";;02 40 87 81 33;;;;;"Facebook||https://www.facebook.com/chezdinoblain ; Instagram||https://www.instagram.com/explore/locations/730732066/chez-dino-pizzeria-ristorante/ ; Tripadvisor||https://www.tripadvisor.fr/Restaurant_Review-g2715818-d17348295-Reviews-Chez_Dino-Blain_Loire_Atlantique_Pays_de_la_Loire.html";;;;;;oui;;;"Plats à emporter;Service en terrasse;WiFi";35;1;25;;;;oui;oui;;35;oui;;||02 40 87 81 33||;;;;Cartes bancaires;47.477375,-1.7615966;Loire-Atlantique
PIZZÉRIA CASA PIZZ';Restaurant;Pizzeria;;3 ter, Rue Saint Jean;;85210;;;SAINT-AUBIN-LA-PLAINE;85199;46.5080094;-1.059164;;;02 28 14 19 05;;;;;Facebook||https://www.facebook.com/Casa-Pizz-300758960270639/;;;;;;;;;Plats à emporter;;;;;;;;;;;oui;;;;;;;46.5080094,-1.059164;Vendée
PLEIN SUD;Restaurant;Pizzeria;;sur la plage, face au 174 boulevard des Océanides;B P 123;44380;;;PORNICHET;44132;47.26949;-2.29169;;;09 73 66 74 51;;pleinsudrestaurant@hotmail.fr;;;;;;;;;non;;;WiFi;;;50;;;;oui;oui;;;oui;01/04/2020||30/10/2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;Cartes bancaires;47.26949,-2.29169;Loire-Atlantique
PORNICHET FISH & CHIPS;Restaurant;Restauration rapide;;8 avenue Louis Barthou;;44380;;;PORNICHET;44132;47.26059;-2.33992;;;09 53 42 24 32;;dotlegeay@gmail.com;http://www.fishandchipsfrance.fr/;;;;;;;;;;;WiFi;;;;;;;oui;oui;;12;;05/02/2020||31/12/2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;"Cartes bancaires;Chèques Vacances";47.26059,-2.33992;Loire-Atlantique
POTIRON ET  CIBOULETTE;Restaurant;;;57 rue Baudrière;;49100;;;ANGERS;49007;47.47185;-0.55537;;;07 69 99 96 19;;potironetciboulette@gmail.com;;;Facebook||https://www.facebook.com/PotironCiboulette-2153575688295894/;;;;;;oui;;;"Service en terrasse;WiFi;Plats à emporter / Covid-19;Livraison à domicile / Covid-19";22;1;8;;;;Français;Français;;12;;"04/05/2020||02/06/2020||||||18:30||21:00||||||18:30||21:00||||||18:30||21:00||||||18:30||21:00||||||18:30||21:00||||||18:30||21:00|||||||||||| ; 02/06/2020||29/10/2020||||||11:30||14:00||18:30||21:00||11:30||14:00||18:30||21:00||11:30||14:00||18:30||21:00||11:30||14:00||18:30||21:00||11:30||14:00||18:30||21:00||11:30||14:00||18:30||21:00||||||||";;;;Menu adulte du jour (midi en semaine)||15,00||18,50||;"Cartes bancaires;Espèces;Tickets Restaurant";47.47185,-0.55537;Maine-et-Loire
PRIMAVERA PIZZERIA-GRILL;;;;95 rue de Cholet;DOUE LA FONTAINE;49700;;;DOUÉ-EN-ANJOU;49125;47.19137;-0.29553;;;02 41 59 90 43;;;;;;;;;;;;;;;50;1;;;;;oui;oui;;50;;01/01/2020||31/12/2020||Pour connaitre le détail, contacter l'établissement.||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;"Cartes bancaires;Chèques bancaires et postaux";47.19137,-0.29553;Maine-et-Loire
QUICK;Restaurant;Restauration rapide;;189 Boulevard du 8 Mai 1945;;53000;;;LAVAL;53130;48.06941;-0.792075;;;02 43 91 71 57;;;https://www.quick.fr/laval/a-la-carte;;Facebook||https://www.facebook.com/quicklaval/;;;;;;;;;"Plats à emporter;Plats à emporter / Covid-19;Livraison à domicile / Covid-19";150;;;2;;;;;;;oui;;;;;;;48.06941,-0.792075;Mayenne
R DU TEMPS;Restaurant;Bistrot / bar à vin;;6 rue François Marceau;;44600;;;SAINT-NAZAIRE;44184;47.276351;-2.2070234;Transport en commun||Ligne Hélyce - Arrêt Rue de la Paix||0,19;;02 51 75 01 75;;;;;Facebook||https://www.facebook.com/bistrotRdutemps/timeline?ref=page_internal;;;;;;oui;;;"Banquet;Plats à emporter;Séminaire;Service en terrasse";210;1;150;0;;;oui;oui;;70;oui;04/09/2020||31/12/2020||Ouvert du lundi au samedi||Fermé le dimanche||||||||||||||||||||||||||||||||||||||||||||||||||||||||;||02 51 75 01 75||;;;;"Cartes bancaires;Chèques bancaires et postaux;Tickets Restaurant";47.276351,-2.2070234;Loire-Atlantique
RADISSON BLU;Restaurant;Cuisine traditionnelle;;6 place Aristide Briand;;44000;;;NANTES;44109;47.2176826;-1.5638801;;;02 72 00 12 14;;restaurant.nantes@radissonblu.com;;;;;;"Guide du Routard Pays de la Loire;Le petit futé;Les Tables de Nantes;Michelin;Pudlowski";;;non;;;"Banquet;Séminaire;Service en terrasse;WiFi";88;1;30;6;1;;oui;oui;1;230;oui;;;;;;"Cartes bancaires;Tickets Restaurant";47.2176826,-1.5638801;Loire-Atlantique
RAINBOW CAFE;Restaurant;Cuisine traditionnelle;;84, route de Normandie;;53250;;;NEUILLY-LE-VENDIN;53164;48.4953726;-0.340678;;;02.43.03.89.57;;sam.davy@orange.fr;;;;;;;;;non;;;"Banquet;Traiteur;Plats à emporter / Covid-19;Livraison à domicile / Covid-19";80;1;;;;;"Anglais;Français";"Anglais;Français";;;oui;;DAVY Sam||02 43 03 89 57||sam.davy@orange.fr;;;Menu adulte du jour (midi en semaine)||13,00||||;"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Espèces;Tickets Restaurant";48.4953726,-0.340678;Mayenne
RELAIS & CHÂTEAUX CASTEL MARIE-LOUISE;Restaurant;Restaurant gastronomique - cuisine raffinée;;1 avenue Andrieu;;44500;;;LA BAULE-ESCOUBLAC;44055;47.28148;-2.40766;;;02 40 11 48 38;02 40 11 48 35;marielouise@relaischateaux.com;http://www.castel-marie-louise.com;;;;;"Bottin Gourmand;Champerard;Gault Millau;Le petit futé;Michelin;Pudlowski";;;non;;Relais et Châteaux;"Séminaire;WiFi";;;20;3;;;"Allemand;Anglais";"Allemand;Anglais";;70;;"03/04/2020||31/12/2020||||||19:30||||||21:15||19:30||||||21:15||19:30||||||21:15||19:30||||||21:15||19:30||||||21:15||19:30||||||21:15||19:30||||||21:15 ; 01/07/2020||31/08/2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||";;;;;"Cartes bancaires;Chèques bancaires et postaux";47.28148,-2.40766;Loire-Atlantique
RESTAURANT  BUFFALO GRILL;Restaurant;Grill - Rôtisserie;;Rue Blaise Pascal;ZAC du Vivier;72700;;;ALLONNES;72003;47.9731908;0.1454009;;;02 43 88 25 14;;;http://www.buffalo-grill.fr;;;;;;;;oui;;;"Service en terrasse;WiFi";;;;;;;oui;oui;;;oui;;;;;;"Cartes bancaires;Chèques Vacances;Tickets Restaurant";47.9731908,0.1454009;Sarthe
RESTAURANT  LA FERRIÈRE;Restaurant;Cuisine traditionnelle;;rue Winston Churchill;Route de Moisdon la Riviere (D178);44110;;;CHATEAUBRIANT;44036;47.6985719;-1.381058;;;02 40 28 00 28;;contact@hotellaferriere.fr;www.hotellaferriere.fr;;;;;;;;oui;;;"Banquet;Séminaire;Service en terrasse;WiFi";450;6;;;;;oui;oui;;;oui;||||||fermé les vendredi soir et dimanche soir||||||||||||||||||||||||||||||||||||||||||||||||||||||||;||02 40 28 00 28||;;;||19,00||42,00||;"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances";47.6985719,-1.381058;Loire-Atlantique
RESTAURANT  SALON ARTHÉ;Restaurant;Cuisine du Monde;;7 place de la République;;72270;;;MALICORNE-SUR-SARTHE;72179;47.813986;-0.085243;Halte fluviale||port de Malicorne||0,35;;02 43 96 19 56;;katrin.ehlers@orange.fr;;;;;;;;;oui;dépendant de la taille de l'animal et de nombre de personnes déjà présent;;"Service en terrasse;WiFi;Plats à emporter / Covid-19";16;1;16;;;;oui;oui;8;20;oui;"01/05/2020||30/09/2020||12h00 à 19h, soir sur réservation  sauf lundi||||||||||||11:00||||||21:00||11:00||||||21:00||11:00||||||21:00||11:00||||||21:00||11:00||||||21:00||11:00||||||21:00 ; 01/10/2020||30/04/2021||12h à 18h, soir sur réservation la veille, fermé jeudi après-midi, pas de restauration le dimanche soir||||||||||||11:00||||||21:00||11:00||||||21:00||11:00||||||21:00||11:00||||||21:00||11:00||||||21:00||11:00||||||21:00";;;;Menu adulte du jour (midi en semaine)||15,00||17,50||;"Cartes bancaires;Chèques bancaires et postaux;Espèces";47.813986,-0.085243;Sarthe
RESTAURANT LA COUSSOTTE;Restaurant;Pizzeria;;6 rue de la Coussotte;;85570;;;SAINT-MARTIN-DES-FONTAINES;85245;46.5436987;-0.9023399;;;09 77 09 26 20;;;;;Facebook||https://www.facebook.com/LaCoussotte85/;;;;;;;;;"Plats à emporter;Service en terrasse;Plats à emporter / Covid-19;Livraison à domicile / Covid-19";;;;;;;Français;Français;;;oui;;;;;;;46.5436987,-0.9023399;Vendée
RESTAURANT AGRA;Restaurant;Cuisine du Monde;94 avenue de Chanzy;;;53000;;;LAVAL;53130;48.068136;-0.7552414;;;02.43.67.80.05;;;http://www.restaurant-agra-laval.fr/restaurant/laval.html;;;;;;;;;;;"Plats à emporter / Covid-19;Livraison à domicile / Covid-19";60;2;;0;;;;;;;oui;;;;;;;48.068136,-0.7552414;Mayenne
RESTAURANT ALBERTO'S PIZZA;Restaurant;Pizzeria;;75 bis Rue de la République;;85200;;;FONTENAY-LE-COMTE;85092;46.464338;-0.800129;;;02 51 50 48 21;;contact@albertos-pizza.fr;https://www.albertos-pizza.fr/;;Facebook||https://www.facebook.com/Albertos-pizza-Fontenay-le-Comte-383651515796694/;;;;;;;;;"Climatisation;Plats à emporter;Plats à emporter / Covid-19;Livraison à domicile / Covid-19";15;1;0;0;1;;;;;;oui;01/01/2020||31/12/2020||||||11:30||14:00||18:00||23:00||11:30||14:00||18:00||23:00||11:30||14:00||18:00||23:00||11:30||14:00||18:00||23:00||11:30||14:00||18:00||23:00||18:00||23:00||||||18:00||23:00||||;;;;Plats à la carte||7,00||13,50||;;46.464338,-0.800129;Vendée
RESTAURANT AU BON ACCUEIL;Restaurant;Cuisine traditionnelle;;19 RUE DU CHAMP DE FOIRE;LES ESSARTS;85140;;;ESSARTS EN BOCAGE;85084;46.7747336;-1.2287256;"Autoroute||A 83 ||2,5 ; Route (nationale/départ.)||D 160||0,5 ; Puy du Fou||||30";;02 51 62 80 41;;ysauret.traiteur@gmail.com;http://www.restaurant-bon-accueil.fr;;"Facebook||https://www.facebook.com/aubonaccueiltraiteur/?fref=ts ; Tripadvisor||https://www.tripadvisor.fr/Restaurant_Review-g2204492-d12605034-Reviews-Au_Bon_Accueil-Les_Essarts_Vendee_Pays_de_la_Loire.html";;;;;;oui;Animaux acceptés sous conditions;;"Banquet;Plats à emporter;Séminaire;Service en terrasse;Traiteur;WiFi";115;3;6;;;;oui;oui;;;oui;||||||||08:00||17:00||||||08:00||17:00||||||08:00||17:00||||||08:00||17:00||||||08:00||17:00||||||||||||||||||||;SAURET||02 51 62 80 41||y.sauret-au-bon-accueil@orange.fr;;;;"Cartes bancaires;Chèques bancaires et postaux;Tickets Restaurant";46.7747336,-1.2287256;Vendée
